"UID DA TOMADA","CIDADE","MORADA","OPERADOR","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €","Duração (minutos) até 130kW","Duração (minutos) até 7kW","Duração (minutos) até 22kW","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DO POSTO","ESTADO DA TOMADA"
NZR-00003-01,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
NZR-00003-02,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
NZR-00005-01,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
NZR-00005-02,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
NZR-00006-02,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
NZR-00006-01,Nazaré,Av. Manuel Remígio – Parque de Estacionamento,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00158-02,Porto,Estr. da CircunvalaÃ§Ã£o 12 843,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00158-01,Porto,Estr. da CircunvalaÃ§Ã£o 12 843,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PSR-00006-01,Ponte de Sôr,R. Olivença 10 - A,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PSR-00006-02,Ponte de Sôr,R. Olivença 10 - A,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
SLV-00007-01,Silves,Rua João de Deus,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
SLV-00007-02,Silves,Rua João de Deus,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TVR-00010-01,Tavira,"Rua Almirante Cândido dos Reis, 247",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
TVR-00010-02,Tavira,"Rua Almirante Cândido dos Reis, 247",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
VBP-00007-01,Vila do Bispo,"Rua das Areias de Cima, 4",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
VBP-00007-02,Vila do Bispo,"Rua das Areias de Cima, 4",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OVR-00006-01,Ovar,"Rua Pardala, Zona Ind. De Ovar",EDP - EDP Comercial,"2.850","11.973","3.177","127","0","0","€0,297/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OVR-00006-02,Ovar,"Rua Pardala, Zona Ind. De Ovar",EDP - EDP Comercial,"2.850","11.973","3.177","127","0","0","€0,297/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
AMD-00046-02,Amadora,"R. Bartolomeu Dias 7, Amadora",PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
AMD-00046-01,Amadora,"R. Bartolomeu Dias 7, Amadora",PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00014-02,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00014-01,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00015-02,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00015-01,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00016-02,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00016-01,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00017-01,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BCL-00017-02,Barcelos,Av. São José,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00187-01,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00187-02,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00188-02,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00188-01,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00189-02,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00189-01,Lisboa,Avenida D. João II,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00447-01,Lisboa,"Av. D. João II, Lote 1.1904.A porta 13","NEU - Neureifen - Electric Mobility, Lda.","2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00447-02,Lisboa,"Av. D. João II, Lote 1.1904.A porta 13","NEU - Neureifen - Electric Mobility, Lda.","2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00448-02,Lisboa,"Av. D. João II, Lote 1.1904.A porta 13","NEU - Neureifen - Electric Mobility, Lda.","2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00448-01,Lisboa,"Av. D. João II, Lote 1.1904.A porta 13","NEU - Neureifen - Electric Mobility, Lda.","2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OBD-00003-1,Óbidos,Estrada Nacional 8,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OBD-00003-2,Óbidos,Estrada Nacional 8,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OHP-00004-2,Oliveira do Hospital,Av Carlos Campos,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
OHP-00004-1,Oliveira do Hospital,Av Carlos Campos,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00105-1,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PRT-00105-2,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
STB-00032-02,Setúbal,"EN 11 - Quinta do Matão, Nº 8",PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
STB-00032-01,Setúbal,"EN 11 - Quinta do Matão, Nº 8",PRI - Prio,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
STR-00021-02,Santarém,Estrada Nacional 3,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
STR-00021-01,Santarém,Estrada Nacional 3,LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
VRL-00011-02,Vila Real,"Zona Industrial de Bóbeda, N2 Km 6.3",LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
VRL-00011-01,Vila Real,"Zona Industrial de Bóbeda, N2 Km 6.3",LOG - Logical Gravity,"2.853","11.976","3.180","127","0","0","€0,3/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
PDL-00005-01,Ponta Delgada,Rua Eng.º Deodato de Magalhães,SEG - Segma,"2.866","4.666","4.666","379","0","0","€0,1657/charge ","€0,075/kWh ","",Mennekes,"7,4",SOCKET,Disponível,Em uso
PDL-00005-02,Ponta Delgada,Rua Eng.º Deodato de Magalhães,SEG - Segma,"2.866","4.666","4.666","379","0","0","€0,1657/charge ","€0,075/kWh ","",Mennekes,"7,4",SOCKET,Disponível,Disponível
ALM-90023-01,Almada,Avenida Antonio Jose Gomes,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
ALM-90023-02,Almada,Avenida Antonio Jose Gomes,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
BJA-90003-1,Beja,Rua Pedro Soares,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
BJA-90003-2,Beja,Rua Pedro Soares,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90004-3,Cascais,Avenida Marginal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90004-2,Cascais,Avenida Marginal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90004-4,Cascais,Avenida Marginal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90004-1,Cascais,Avenida Marginal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
CSC-90006-01,Cascais,Rua da República,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
CSC-90006-02,Cascais,Rua da República,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90008-1,Cascais,Avenida da República,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90008-2,Cascais,Avenida da República,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CSC-90013-02,Cascais,Praça Mário Azevedo Gomes,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
CSC-90013-01,Cascais,Praça Mário Azevedo Gomes,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90002-1,Évora,Praça Joaquim António de Aguiar,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90002-2,Évora,Praça Joaquim António de Aguiar,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
EVR-90005-2,Évora,Avenida Túlio Espanca,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90005-1,Évora,Avenida Túlio Espanca,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90009-1,Évora,Rua de Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
EVR-90009-2,Évora,Rua de Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
FAR-90007-2,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
FAR-90007-3,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
FAR-90007-4,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Fora de Serviço
FAR-90007-1,Faro,Rua dos Malmequeres,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
GMR-90014-01,Guimarães,Alameda Doutor Alfredo Pimenta,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
GMR-90014-02,Guimarães,Alameda Doutor Alfredo Pimenta,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90003-2,Leiria,Rua Olimpio Duarte Alves,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRA-90003-1,Leiria,Rua Olimpio Duarte Alves,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90009-02,Leiria,Rua Luís Silveira Charters Azevedo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRA-90009-01,Leiria,Rua Luís Silveira Charters Azevedo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90001-1,Loures,Largo João Raymundo Alves,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90001-2,Loures,Largo João Raymundo Alves,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90006-2,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90006-4,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90006-3,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90006-1,Loures,Rua Vasco da Gama,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90008-02,Loures,Rua Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90008-03,Loures,Rua Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90008-04,Loures,Rua Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90008-01,Loures,Rua Olivença,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90015-2,Loures,Praceta Visconde Castelo Branco,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90015-1,Loures,Praceta Visconde Castelo Branco,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90028-2,Loures,Estrada da Circunvalação,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90028-1,Loures,Estrada da Circunvalação,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90002-1,Lisboa,Rua Lucília do Carmo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90002-2,Lisboa,Rua Lucília do Carmo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90025-01,Lisboa,Rua João Morais Barbosa,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90025-02,Lisboa,Rua João Morais Barbosa,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90037-1,Lisboa,Alameda dos Oceanos,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90037-2,Lisboa,Alameda dos Oceanos,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90050-2,Lisboa,Estrada Barcal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90050-1,Lisboa,Estrada Barcal,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90051-02,Lisboa,Rua António Macedo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90051-01,Lisboa,Rua António Macedo,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90058-02,Lisboa,Rua Professor Manuel Viegas Guerreiro,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90058-01,Lisboa,Rua Professor Manuel Viegas Guerreiro,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90074-04,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90074-02,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90074-03,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90074-01,Lisboa,Jardim 9 de Abril,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90118-1,Lisboa,Avenida Rio de Janeiro,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90118-2,Lisboa,Avenida Rio de Janeiro,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90133-2,Lisboa,Campo de Santa Clara,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90133-1,Lisboa,Campo de Santa Clara,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90139-02,Lisboa,Rua Alferes Barrilaro Ruas,EDP - EDP Comercial,"3.036","4.670","4.670","758","0","0","€0,004/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
