"UID DA TOMADA","CIDADE","MORADA","OPERADOR","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €","Duração (minutos) até 130kW","Duração (minutos) até 7kW","Duração (minutos) até 22kW","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DO POSTO","ESTADO DA TOMADA"
VLR-90001-1,Vila de Rei,Rua Abilo Santos,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VMS-90001-2,Vimioso,Largo de São Sebastião,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VMS-90001-1,Vimioso,Largo de São Sebastião,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNB-90002-02,Vila Nova da Barquinha,R. Dona Maria II,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNB-90002-01,Vila Nova da Barquinha,R. Dona Maria II,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNF-00020-01,Vila Nova de Famalicão,Rua António Ferreira Magalhães,IBD - Iberdrola,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNF-00020-02,Vila Nova de Famalicão,Rua António Ferreira Magalhães,IBD - Iberdrola,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Fora de Serviço
VNG-00057-1,Vila Nova de Gaia,Rua Raimundo Carvalho,IBD - Iberdrola,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNH-90001-2,Vinhais,Rua da Corujeira,HRZ - Power dot,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Em uso
VNH-90001-1,Vinhais,Rua da Corujeira,HRZ - Power dot,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNP-90001-1,Vila Nova de Paiva,Rua Dr. Herminio Telles,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VNP-90001-2,Vila Nova de Paiva,Rua Dr. Herminio Telles,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VPA-90001-2,Vila Pouca de Aguiar,Largo Sousa e Costa,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VPA-90001-1,Vila Pouca de Aguiar,Largo Sousa e Costa,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VRM-90001-2,Vieira do Minho,Rua Emigrante,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VRM-90001-1,Vieira do Minho,Rua Emigrante,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VVC-90001-2,Vila Viçosa,Rua D. João IV,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VVC-90001-1,Vila Viçosa,Rua D. João IV,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Em uso
VVD-90001-1,Vila Verde,Avenida do Autarca,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VVD-90001-2,Vila Verde,Avenida do Autarca,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VVR-90001-1,Vila Velha de Ródão,Rua Mestre Manuel Cargaleiro,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VVR-90001-2,Vila Velha de Ródão,Rua Mestre Manuel Cargaleiro,EDP - EDP Comercial,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VZL-90003-2,Vouzela,R. Bombeiros Voluntários,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
VZL-90003-1,Vouzela,R. Bombeiros Voluntários,KLC - Atlante,"2.553","11.676","2.880","127","0","0","€0,02/min ","","",Mennekes,"22",SOCKET,Disponível,Disponível
TVD-80006-01,Torres Vedras,Avenida do Atlântico,GLP - Galp,"2.686","11.353","2.997","127","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
TVD-80006-02,Torres Vedras,Avenida do Atlântico,GLP - Galp,"2.686","11.353","2.997","127","0","0","€0,2608/charge ","€0,019/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRG-00057-01,Braga,R. Q.ta de Passos 133,"NEU - Neureifen - Electric Mobility, Lda.","2.719","11.842","3.046","127","0","0","€0,166/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRG-00057-02,Braga,R. Q.ta de Passos 133,"NEU - Neureifen - Electric Mobility, Lda.","2.719","11.842","3.046","127","0","0","€0,166/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CLD-90003-1,Caldas da Rainha,Avenida da Independência Nacional,EDP - EDP Comercial,"2.730","4.200","4.200","390","0","0","€0,007/min ","","",Mennekes,"7,2",SOCKET,Disponível,Disponível
CLD-90003-2,Caldas da Rainha,Avenida da Independência Nacional,EDP - EDP Comercial,"2.730","4.200","4.200","390","0","0","€0,007/min ","","",Mennekes,"7,2",SOCKET,Disponível,Disponível
PTG-90002-01,Portalegre,Rua de Olivença,EDP - EDP Comercial,"2.730","4.200","4.200","390","0","0","€0,007/min ","","",Mennekes,"7,2",SOCKET,Disponível,Disponível
PTG-90002-02,Portalegre,Rua de Olivença,EDP - EDP Comercial,"2.730","4.200","4.200","390","0","0","€0,007/min ","","",Mennekes,"7,2",SOCKET,Disponível,Disponível
ARC-00003-01,Arouca,Lugar Espiunca,KLC - Atlante,"2.753","11.876","3.080","127","0","0","€0,2/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
ARC-00003-02,Arouca,Lugar Espiunca,KLC - Atlante,"2.753","11.876","3.080","127","0","0","€0,2/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
ALM-90004-01,Almada,Rua Capitão Leitão,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
ALM-90004-02,Almada,Rua Capitão Leitão,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
ALM-90020-2,Almada,Praia do Rei,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
ALM-90020-1,Almada,Praia do Rei,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
AVR-90005-1,Aveiro,Avenida Doutor Lourenço Peixinho,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
AVR-90005-2,Aveiro,Avenida Doutor Lourenço Peixinho,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
AVR-90005-3,Aveiro,Avenida Doutor Lourenço Peixinho,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Fora de Serviço
AVR-90005-4,Aveiro,Avenida Doutor Lourenço Peixinho,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
CBR-90003-03,Coimbra,Praça Dom Dinis,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
CBR-90003-02,Coimbra,Praça Dom Dinis,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CBR-90003-04,Coimbra,Praça Dom Dinis,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CBR-90003-01,Coimbra,Praça Dom Dinis,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CBR-90008-02,Coimbra,Rua 5 de Outubro,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
CBR-90008-01,Coimbra,Rua 5 de Outubro,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90007-2,Évora,Avenida Infante Dom Henrique,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
EVR-90007-1,Évora,Avenida Infante Dom Henrique,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
FAR-90005-2,Faro,Rua da Cidade de Bolama,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
FAR-90005-1,Faro,Rua da Cidade de Bolama,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
GRD-90002-2,Guarda,Rua Marquês de Pombal,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
GRD-90002-1,Guarda,Rua Marquês de Pombal,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90006-1,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90006-3,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90006-4,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRA-90006-2,Leiria,Avenida Heróis de Angola,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90004-1,Loures,Rua António dos Santos Saúde e Vida,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90004-2,Loures,Rua António dos Santos Saúde e Vida,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90019-01,Loures,Rua Rogério da Gama Gil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90019-02,Loures,Rua Rogério da Gama Gil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LRS-90032-01,Loures,Avenida das Forças Armadas,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LRS-90032-02,Loures,Avenida das Forças Armadas,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90048-1,Lisboa,Rua Leão de Oliveira,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90048-2,Lisboa,Rua Leão de Oliveira,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90063-02,Lisboa,Calçada dos Mestres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90063-01,Lisboa,Calçada dos Mestres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90111-4,Lisboa,Avenida do Brasil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90111-1,Lisboa,Avenida do Brasil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90111-3,Lisboa,Avenida do Brasil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90111-2,Lisboa,Avenida do Brasil,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90136-01,Lisboa,Avenida Cidade de Lourenço Marques,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90136-02,Lisboa,Avenida Cidade de Lourenço Marques,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90150-02,Lisboa,Rua Fernando Palha,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90150-03,Lisboa,Rua Fernando Palha,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90150-01,Lisboa,Rua Fernando Palha,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90150-04,Lisboa,Rua Fernando Palha,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90530-04,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90530-05,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90530-06,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90530-02,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
LSB-90530-03,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
LSB-90530-01,Lisboa,Travessa dos Escaleres,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
STB-90010-1,Setúbal,Avenida Dom João II,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
STB-90010-2,Setúbal,Avenida Dom João II,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
VCT-90006-01,Viana do Castelo,Rua Diogo Cão,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
VCT-90006-02,Viana do Castelo,Rua Diogo Cão,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
VIS-90040-1,Viseu,Rua Francisco Alexandre Lobo,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
VIS-90040-2,Viseu,Rua Francisco Alexandre Lobo,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Offline
VNG-90008-2,Vila Nova de Gaia,Largo Moeiro,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Em uso
VNG-90008-1,Vila Nova de Gaia,Largo Moeiro,HRZ - Power dot,"2.808","4.320","4.320","758","0","0","€0,0037/min ","","",Mennekes,"3,7",SOCKET,Disponível,Disponível
ABT-00009-01,Abrantes,"R. Cidade de Parthenay 50,",KLC - Atlante,"2.814","11.936","3.141","127","0","0","€0,2608/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
ABT-00009-02,Abrantes,"R. Cidade de Parthenay 50,",KLC - Atlante,"2.814","11.936","3.141","127","0","0","€0,2608/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00081-02,Cascais,Rua Fernanda de Castro,HEX - Hexagonal Ocean,"2.815","11.482","3.126","127","0","0","€0,39/charge ","€0,019/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CSC-00081-01,Cascais,Rua Fernanda de Castro,HEX - Hexagonal Ocean,"2.815","11.482","3.126","127","0","0","€0,39/charge ","€0,019/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00026-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00026-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00027-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00027-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00028-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00028-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00029-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00029-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00030-02,Coimbra,Rua General Humberto Delgado,KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00030-01,Coimbra,Rua General Humberto Delgado,KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00031-02,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
CBR-00031-01,Coimbra,"Rua da Misericórdia, Lagar dos Cortiços",KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
OHP-00001-02,Oliveira do Hospital,Rua General Santos Costa,KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
OHP-00001-01,Oliveira do Hospital,Rua General Santos Costa,KLC - Atlante,"2.816","4.496","4.496","127","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"22",SOCKET,Disponível,Disponível
ABF-00025-03,Albufeira,Zona Industrial de Vale Paraíso Albufeira,KLC - Atlante,"2.816","4.496","4.496","65","0","0","€0,2964/charge ","€0,07/kWh ","",Mennekes,"43",CABLE,Disponível,Disponível
ABF-00025-02,Albufeira,Zona Industrial de Vale Paraíso Albufeira,KLC - Atlante,"2.816","4.496","4.496","56","0","0","€0,2964/charge ","€0,07/kWh ","",CCS,"50",CABLE,Disponível,Em uso
ABF-00025-01,Albufeira,Zona Industrial de Vale Paraíso Albufeira,KLC - Atlante,"2.816","4.496","4.496","56","0","0","€0,2964/charge ","€0,07/kWh ","",CHAdeMO,"50",CABLE,Disponível,Fora de Serviço
ABF-00050-02,Albufeira,Av. 12 de Julho,IHM - IHOME,"2.816","4.496","4.496","56","0","0","€0,2964/charge ","€0,07/kWh ",€0/min ,CHAdeMO,"50",CABLE,Disponível,Disponível
ABF-00051-02,Albufeira,"Estrada de Albufeira, Torre Medronheira",IHM - IHOME,"2.816","4.496","4.496","56","0","0","€0,2964/charge ","€0,07/kWh ",€0/min ,CHAdeMO,"50",CABLE,Disponível,Disponível
ABF-00050-01,Albufeira,Av. 12 de Julho,IHM - IHOME,"2.816","4.496","4.496","35","0","0","€0,2964/charge ","€0,07/kWh ",€0/min ,CCS,"120",CABLE,Disponível,Disponível
ABF-00051-01,Albufeira,"Estrada de Albufeira, Torre Medronheira",IHM - IHOME,"2.816","4.496","4.496","35","0","0","€0,2964/charge ","€0,07/kWh ",€0/min ,CCS,"90",CABLE,Disponível,Em uso
AMT-00008-1,Amarante,LUGAR DE RELAS SÃO GONÇALO,MOO - MOON-POWER,"2.849","11.972","3.176","127","0","0","€0,296/charge ","€0,02/min ","",Mennekes,"22",CABLE,Disponível,Disponível
STC-00008-1,Santiago do Cacém,"ZONA INDUSTRIAL LIGEIRA, LT 43 B",MOO - MOON-POWER,"2.849","11.972","3.176","127","0","0","€0,296/charge ","€0,02/min ","",Mennekes,"22",CABLE,Disponível,Disponível
AJZ-00003-01,Aljezur,Igreja Nova EN 120,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
AJZ-00003-02,Aljezur,Igreja Nova EN 120,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRG-00060-01,Braga,R. Monsenhor Airosa,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
BRG-00060-02,Braga,R. Monsenhor Airosa,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LGS-00004-01,Lagos,Lugar da Pedra Alçada - Ameijeira Verde,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LGS-00004-02,Lagos,Lugar da Pedra Alçada - Ameijeira Verde,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00075-02,Loulé,Alameda Praia da Marina,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00075-01,Loulé,Alameda Praia da Marina,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00076-01,Loulé,"Rua 3, Vila Sol",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00076-02,Loulé,"Rua 3, Vila Sol",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00077-01,Loulé,Rua das Amoreiras,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00077-02,Loulé,Rua das Amoreiras,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LLE-00078-01,Loulé,Av. da Marina,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Em uso
LLE-00078-02,Loulé,Av. da Marina,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LNH-00004-01,Lourinhã,Av. António José de Almeida 19-15,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LNH-00004-02,Lourinhã,Av. António José de Almeida 19-15,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LNH-00005-02,Lourinhã,R. Eng. Adelino Amaro da Costa,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LNH-00005-01,Lourinhã,R. Eng. Adelino Amaro da Costa,KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00550-1,Lisboa,"Av. Alm. Reis 64,",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
LSB-00551-1,Lisboa,"Av. Alm. Reis 64,",KLC - Atlante,"2.849","11.972","3.176","127","0","0","€0,2964/charge ","€0,02/min ","",Mennekes,"22",SOCKET,Disponível,Disponível
