UID DA TOMADA,CIDADE,MORADA,OPERADOR,CCS2 Custo €,TYPE2 7kW Custo €,TYPE2 22kW Custo €,Duração (minutos) até 130kW,Duração (minutos) até 7kW,Duração (minutos) até 22kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,TIPO DE TOMADA,FORMATO DA TOMADA,ESTADO DO POSTO,ESTADO DA TOMADA
MAI-00021-02,Maia,Forum Maia,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Em uso
MAI-00021-01,Maia,Forum Maia,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00074-02,Porto,Rua Nove de Abril,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
PRT-00074-01,Porto,Rua Nove de Abril,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00075-02,Porto,Rua Nove de Abril,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
PRT-00075-01,Porto,Rua Nove de Abril,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00078-02,Porto,Praça de Francisco Sá Carneiro,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Em uso
PRT-00078-01,Porto,Praça de Francisco Sá Carneiro,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00079-01,Porto,Avenida Conselho da Europa,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00079-02,Porto,Avenida Conselho da Europa,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
PRT-00089-01,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00089-02,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Em uso
PRT-00090-02,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
PRT-00090-01,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,5.351,52.838,13.257,56,583,144,50.0,"€0,297/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00017-01,Maia,Rua da Fábrica,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00017-02,Maia,Rua da Fábrica,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
VNG-00041-01,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00041-02,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
VNG-00042-01,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00042-02,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,5.354,52.841,13.260,56,583,144,50.0,"€0,3/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
MTS-00099-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.365,23.611,6.020,127,583,144,22.0,"€0,26/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00099-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.365,23.611,6.020,127,583,144,22.0,"€0,26/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00100-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.365,23.611,6.020,127,583,144,22.0,"€0,26/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00100-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.365,23.611,6.020,127,583,144,22.0,"€0,26/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00032-01,Maia,"Rua Dr. Farinhote, 1440",KLS,5.402,23.648,6.056,127,583,144,22.0,"€0,2964/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00032-02,Maia,"Rua Dr. Farinhote, 1440",KLS,5.402,23.648,6.056,127,583,144,22.0,"€0,2964/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00033-02,Maia,"Rua Júlio Dinis, lote 2",KLS,5.402,23.648,6.056,127,583,144,22.0,"€0,2964/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00033-01,Maia,"Rua Júlio Dinis, lote 2",KLS,5.402,23.648,6.056,127,583,144,22.0,"€0,2964/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00022-2,Matosinhos,Rua Lionesa,HRZ - Power dot,5.405,23.651,6.060,127,583,144,22.0,"€0,3/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00022-1,Matosinhos,Rua Lionesa,HRZ - Power dot,5.405,23.651,6.060,127,583,144,22.0,"€0,3/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00023-2,Matosinhos,Rua Lionesa,HRZ - Power dot,5.405,23.651,6.060,127,583,144,22.0,"€0,3/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00023-1,Matosinhos,Rua Lionesa,HRZ - Power dot,5.405,23.651,6.060,127,583,144,22.0,"€0,3/charge ","€0,04/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00037-02,Matosinhos,Rua Goa 2,IBD - Iberdrola,5.484,46.963,11.780,65,583,144,43.0,"€0,26/charge ","€0,08/min ",,CCS,CABLE,Disponível,Disponível
MTS-00037-01,Matosinhos,Rua Goa 2,IBD - Iberdrola,5.484,46.963,11.780,65,583,144,43.0,"€0,26/charge ","€0,08/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00072-1,Porto,Rua da Constituição,REP - Repsol,5.661,9.261,9.261,35,583,144,160.0,"€0,261/charge ","€0,15/kWh ",,CCS,CABLE,Disponível,Disponível
MAI-00022-01,Maia,Rua D. Maria Faria N.Âº 230,KLC - Atlante,5.711,53.437,13.856,56,583,144,50.0,"€0,2964/charge ","€0,01/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00027-03,Matosinhos,Rua da Lionesa,HRZ - Power dot,5.851,49.922,12.540,65,583,144,43.0,"€0,3/charge ","€0,085/min ",,Mennekes,CABLE,Disponível,Fora de Serviço
MTS-00101-01,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.876,58.638,14.660,56,583,144,50.0,"€0,26/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
MTS-00101-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,5.876,58.638,14.660,56,583,144,50.0,"€0,26/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00053-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.877,70.315,17.541,46,583,144,60.0,"€0,2608/charge ",€0/min ,"€0,12/min após 30min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00053-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.877,70.315,17.541,46,583,144,60.0,"€0,2608/charge ",€0/min ,"€0,12/min após 30min ",CCS,CABLE,Disponível,Em uso
PRT-00140-01,Porto,"Rua da Constituição, nº 2570",REP - Repsol,5.877,70.315,17.541,46,583,144,60.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00140-02,Porto,"Rua da Constituição, nº 2570",REP - Repsol,5.877,70.315,17.541,46,583,144,60.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00180-02,Porto,Rua de Júlio Dinis 320,REP - Repsol,5.877,70.315,17.541,46,583,144,60.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
GDM-00016-01,Gondomar,"Rua de Rebordãos, 297",REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00016-02,Gondomar,"Rua de Rebordãos, 297",REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CCS,CABLE,Disponível,Disponível
MTS-00044-02,Matosinhos,Avenida da Liberdade - Prolongamento do IP4,REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CCS,CABLE,Disponível,Disponível
MTS-00044-01,Matosinhos,Avenida da Liberdade - Prolongamento do IP4,REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00152-01,Porto,"Rua Monte dos Burgos, nº 316",REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00152-02,Porto,"Rua Monte dos Burgos, nº 316",REP - Repsol,5.877,35.288,8.901,93,583,144,30.0,"€0,261/charge ","€0,06/min ",,CCS,CABLE,Disponível,Disponível
MAI-00026-03,Maia,"Rua Engº Frederico Ulrich, 3369",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00026-02,Maia,"Rua Engº Frederico Ulrich, 3369",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
MTS-00052-03,Matosinhos,"Rua Brito e Cunha, 810 ",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00052-02,Matosinhos,"Rua Brito e Cunha, 810 ",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00030-1,Porto,Campo 24 de Agosto,EVC - Evce,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00030-2,Porto,Campo 24 de Agosto,EVC - Evce,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00048-01,Porto,Rua da Constituição 666,KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00048-02,Porto,Rua da Constituição 666,KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00153-03,Porto,Estrada Exterior da Circunvalação (EN 12),KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00153-02,Porto,Estrada Exterior da Circunvalação (EN 12),KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00154-02,Porto,"Rua Central de Francos, 744-758",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00154-03,Porto,"Rua Central de Francos, 744-758",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00155-01,Porto,"Avenida Marechal Gomes da Costa, 855",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00156-02,Porto,"Rua do Lidador, 109 -111",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Em uso
PRT-00156-03,Porto,"Rua do Lidador, 109 -111",KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00010-01,Valongo,Rua da Passagem,KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00022-03,Valongo,Gaveto - Praceta de Moçambique,KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00022-02,Valongo,Gaveto - Praceta de Moçambique,KLC - Atlante,5.912,58.675,14.696,56,583,144,50.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00172-02,Porto,"Estr. da CircunvalaÃ§Ã£o 12 843,",KLC - Atlante,5.912,35.323,8.936,93,583,144,30.0,"€0,2964/charge ","€0,06/min ",,CCS,CABLE,Disponível,Disponível
PRT-00172-01,Porto,"Estr. da CircunvalaÃ§Ã£o 12 843,",KLC - Atlante,5.912,35.323,8.936,93,583,144,30.0,"€0,2964/charge ","€0,06/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00011-01,Matosinhos,Amieira Via Norte EN13 KM 0.76,EDP - EDP Comercial,5.913,58.675,14.697,56,583,144,50.0,"€0,297/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00011-02,Matosinhos,Amieira Via Norte EN13 KM 0.76,EDP - EDP Comercial,5.913,58.675,14.697,56,583,144,50.0,"€0,297/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
MAI-00005-01,Maia,Rua do Barreiro,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00005-02,Maia,Rua do Barreiro,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00051-02,Porto,Estrada da Circunvalação 10853,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00051-01,Porto,Estrada da Circunvalação 10853,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00052-01,Porto,Avenida do Parque,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00052-02,Porto,Avenida do Parque,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00068-01,Porto,Rua Leonardo Coimbra 152-156,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00068-02,Porto,Rua Leonardo Coimbra 152-156,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
PRT-00101-1,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00101-2,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
VLG-00002-02,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
VLG-00002-01,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00009-02,Valongo,Travessa António Augusto Castro Paupério,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
VLG-00009-01,Valongo,Travessa António Augusto Castro Paupério,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00060-02,Vila Nova de Gaia,Rua da Bélgica,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CCS,CABLE,Disponível,Fora de Serviço
VNG-00060-01,Vila Nova de Gaia,Rua da Bélgica,HRZ - Power dot,5.916,58.678,14.700,56,583,144,50.0,"€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,Disponível,Em uso
GDM-00017-01,Gondomar,R. Fernão de Magalhães 584,EDP - EDP Comercial,5.967,57.038,17.457,35,583,144,90.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,SOCKET,Disponível,Disponível
GDM-00018-01,Gondomar,Rua Dr. Carlos Moura Guedes N51,EDP - EDP Comercial,5.967,57.038,17.457,35,583,144,90.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,SOCKET,Disponível,Disponível
MTS-00043-01,Matosinhos,Avenida da Liberdade,EDP - EDP Comercial,5.967,57.038,17.457,35,583,144,90.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
MTS-00046-01,Matosinhos,Rua Heróis de França 905,EDP - EDP Comercial,5.967,57.038,17.457,35,583,144,90.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,SOCKET,Disponível,Disponível
VNG-00068-01,Vila Nova de Gaia,McDonald´s - Gaia,EDP - EDP Comercial,5.967,57.038,17.457,35,583,144,90.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
VNG-00032-01,Vila Nova de Gaia,R. 28 de Janeiro,KLC - Atlante,6.174,52.837,13.256,65,583,144,43.0,"€0,2964/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00032-02,Vila Nova de Gaia,R. 28 de Janeiro,KLC - Atlante,6.174,52.837,13.256,65,583,144,43.0,"€0,2964/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
VNG-00032-03,Vila Nova de Gaia,R. 28 de Janeiro,KLC - Atlante,6.174,52.837,13.256,65,583,144,43.0,"€0,2964/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00021-03,Maia,Forum Maia,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00074-03,Porto,Rua Nove de Abril,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00075-03,Porto,Rua Nove de Abril,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00078-03,Porto,Praça de Francisco Sá Carneiro,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00079-03,Porto,Avenida Conselho da Europa,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00089-03,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00090-03,Porto,Rua do Jornal de Noticias,EDP - EDP Comercial,6.174,52.838,13.257,65,583,144,43.0,"€0,297/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00017-03,Maia,Rua da Fábrica,HRZ - Power dot,6.177,52.841,13.260,65,583,144,43.0,"€0,3/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00041-03,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,6.177,52.841,13.260,65,583,144,43.0,"€0,3/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00042-03,Vila Nova de Gaia,Rua Rocha Leão,HRZ - Power dot,6.177,52.841,13.260,65,583,144,43.0,"€0,3/charge ","€0,09/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00106-02,Matosinhos,Rua Sá e Melo,KLC - Atlante,6.178,64.216,15.840,56,583,144,50.0,"€0,11/min ",,,CHAdeMO,CABLE,Disponível,Disponível
MTS-00106-03,Matosinhos,Rua Sá e Melo,KLC - Atlante,6.178,64.216,15.840,56,583,144,50.0,"€0,11/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VNG-00107-03,Vila Nova de Gaia,"R. Dona Maria da Costa Basto 16,",KLC - Atlante,6.178,64.216,15.840,56,583,144,50.0,"€0,11/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VNG-00107-02,Vila Nova de Gaia,"R. Dona Maria da Costa Basto 16,",KLC - Atlante,6.178,64.216,15.840,56,583,144,50.0,"€0,11/min ",,,CCS,CABLE,Disponível,Disponível
PRT-00179-01,Porto,Burger King Av. Boavista - Av. Boavista 2600,EDP - EDP Comercial,6.317,62.875,18.897,35,583,144,120.0,"€0,297/charge ","€0,07/kWh ","€0,1/min ",CCS,CABLE,Disponível,Disponível
VLG-00021-01,Valongo,Rua José Regio nº20,EDP - EDP Comercial,6.317,62.875,18.897,35,583,144,120.0,"€0,297/charge ","€0,07/kWh ","€0,1/min ",CCS,CABLE,Disponível,Em uso
VLG-00021-02,Valongo,Rua José Regio nº20,EDP - EDP Comercial,6.317,62.875,18.897,35,583,144,120.0,"€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,CABLE,Disponível,Disponível
GDM-00012-01,Gondomar,Rua da Nossa Senhora do Amparo,HRZ - Power dot,6.340,52.403,17.220,35,583,144,100.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CCS,CABLE,Disponível,Disponível
PRT-00181-01,Porto,R. Sra. do Porto 930,HRZ - Power dot,6.348,52.403,17.220,35,583,144,80.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CCS,CABLE,Disponível,Disponível
PRT-00181-05,Porto,R. Sra. do Porto 930,HRZ - Power dot,6.348,52.403,17.220,35,583,144,80.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CCS,CABLE,Disponível,Disponível
PRT-00181-04,Porto,R. Sra. do Porto 930,HRZ - Power dot,6.348,52.403,17.220,35,583,144,80.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CCS,CABLE,Disponível,Disponível
PRT-00173-01,Porto,Estr. da Circunvalação 10853,HRZ - Power dot,6.700,53.003,17.820,35,583,144,100.0,"€0,3/charge ","€0,1/kWh ","€0,08/min ",CCS,CABLE,Disponível,Disponível
MAI-00014-02,Maia,Estrada Nacional 14,HLX - Helexia,6.795,23.216,7.384,127,583,144,22.0,"€2,2/charge ",€0/min ,"€0,036/min após 60min ",Mennekes,SOCKET,Disponível,Disponível
MAI-00014-01,Maia,Estrada Nacional 14,HLX - Helexia,6.795,23.216,7.384,127,583,144,22.0,"€2,2/charge ",€0/min ,"€0,036/min após 60min ",Mennekes,SOCKET,Disponível,Disponível
PRT-00048-03,Porto,Rua da Constituição 666,KLC - Atlante,6.827,58.675,14.696,65,583,144,43.0,"€0,2964/charge ","€0,1/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00010-03,Valongo,Rua da Passagem,KLC - Atlante,6.827,58.675,14.696,65,583,144,43.0,"€0,2964/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00011-03,Matosinhos,Amieira Via Norte EN13 KM 0.76,EDP - EDP Comercial,6.827,58.675,14.697,65,583,144,43.0,"€0,297/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00005-03,Maia,Rua do Barreiro,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00051-03,Porto,Estrada da Circunvalação 10853,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00052-03,Porto,Avenida do Parque,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00068-03,Porto,Rua Leonardo Coimbra 152-156,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
VLG-00002-03,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00009-03,Valongo,Travessa António Augusto Castro Paupério,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00060-03,Vila Nova de Gaia,Rua da Bélgica,HRZ - Power dot,6.830,58.678,14.700,65,583,144,43.0,"€0,3/charge ","€0,1/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00113-01,Matosinhos,"Travessa da Bataria, 135, Leça da Palmeira",PRI - Prio,6.852,41.165,10.380,93,583,144,30.0,"€0,3/charge ","€0,07/min ",,CCS,CABLE,Disponível,Disponível
MTS-00113-02,Matosinhos,"Travessa da Bataria, 135, Leça da Palmeira",PRI - Prio,6.852,41.165,10.380,93,583,144,30.0,"€0,3/charge ","€0,07/min ",,CHAdeMO,CABLE,Disponível,Disponível
FEUP-00001-02,Porto,FEUP - Rua Roberto Frias,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Em uso
FEUP-00001-01,Porto,FEUP - Rua Roberto Frias,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
