UID DA TOMADA,CIDADE,MORADA,OPERADOR,CCS2 Custo €,TYPE2 7kW Custo €,TYPE2 22kW Custo €,Duração (minutos) até 130kW,Duração (minutos) até 7kW,Duração (minutos) até 22kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,TIPO DE TOMADA,FORMATO DA TOMADA,ESTADO DO POSTO,ESTADO DA TOMADA
PRT-00178-01,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,2.836,9.735,5.337,37,583,144,74.0,"€0,297/charge ","€0,06/kWh ","€0,01/min ",Mennekes,SOCKET,Disponível,Disponível
PRT-00178-02,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,2.836,9.735,5.337,37,583,144,74.0,"€0,297/charge ","€0,06/kWh ","€0,01/min ",Mennekes,SOCKET,Disponível,Disponível
PRT-00047-02,Porto,Rua da Constituição 666,KLC - Atlante,2.849,11.972,3.176,127,583,144,22.0,"€0,2964/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00047-01,Porto,Rua da Constituição 666,KLC - Atlante,2.849,11.972,3.176,127,583,144,22.0,"€0,2964/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00158-02,Porto,Estr. da CircunvalaÃ§Ã£o 12 843,KLC - Atlante,2.849,11.972,3.176,127,583,144,22.0,"€0,2964/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00158-01,Porto,Estr. da CircunvalaÃ§Ã£o 12 843,KLC - Atlante,2.849,11.972,3.176,127,583,144,22.0,"€0,2964/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00105-1,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,2.853,11.976,3.180,127,583,144,22.0,"€0,3/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00105-2,Porto,Rua Engenheiro Ferreira Dias,PRI - Prio,2.853,11.976,3.180,127,583,144,22.0,"€0,3/charge ","€0,02/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00001-02,Porto,Avenida de França,MLT - Mobiletric,3.069,29.450,7.461,56,583,144,50.0,"€0,2608/charge ","€0,05/min ",,CCS,CABLE,Disponível,Disponível
PRT-00001-01,Porto,Avenida de França,MLT - Mobiletric,3.069,29.450,7.461,56,583,144,50.0,"€0,2608/charge ","€0,05/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00029-04,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00029-05,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00029-02,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00029-01,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00029-06,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00029-03,Maia,"Ardegães, Águas Santas, Maia","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00063-01,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00063-02,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00064-01,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00064-02,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00065-02,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00065-01,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00066-02,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00066-01,Porto,"Avenida da Boavista, 1277","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00161-04,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00161-03,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00161-01,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00161-06,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00161-05,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00161-02,Porto,"Rua de Santa Catarina, 312 a 350","CAP - CAPWATT Services, S.A.",3.452,14.855,3.861,127,583,144,22.0,"€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Em uso
MAI-00010-02,Maia,Forum Maia,EDP - EDP Comercial,3.488,14.892,3.897,127,583,144,22.0,"€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
MAI-00010-01,Maia,Forum Maia,EDP - EDP Comercial,3.488,14.892,3.897,127,583,144,22.0,"€0,297/charge ","€0,025/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00001-03,Porto,Avenida de França,MLT - Mobiletric,3.526,29.450,7.461,65,583,144,43.0,"€0,2608/charge ","€0,05/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00001-02,Matosinhos,Largo José Santos Leça,MLT - Mobiletric,3.574,34.704,8.757,56,583,144,50.0,"€0,2608/charge ","€0,059/min ",,CCS,CABLE,Disponível,Disponível
MTS-00001-01,Matosinhos,Largo José Santos Leça,MLT - Mobiletric,3.574,34.704,8.757,56,583,144,50.0,"€0,2608/charge ","€0,059/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00016-02,Vila Nova de Gaia,Avenida Vasco da Gama,MLT - Mobiletric,3.574,34.704,8.757,56,583,144,50.0,"€0,2608/charge ","€0,059/min ",,CCS,CABLE,Disponível,Disponível
VNG-00016-01,Vila Nova de Gaia,Avenida Vasco da Gama,MLT - Mobiletric,3.574,34.704,8.757,56,583,144,50.0,"€0,2608/charge ","€0,059/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00053-1,Porto,Praça D. João I,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00054-1,Porto,Praça D. João I,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00055-1,Porto,Praça D. João I,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00056-1,Porto,Praça D. João I,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00059-1,Porto,Avenida da Boavista,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00060-1,Porto,Avenida da Boavista,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00061-1,Porto,Avenida da Boavista,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00129-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00130-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
PRT-00131-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00048-1,Vila Nova de Gaia,Rua General Torres,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00049-1,Vila Nova de Gaia,Rua General Torres,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00051-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00052-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00053-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,3.829,17.514,4.320,127,583,144,22.0,"€0,03/min ",,,Mennekes,SOCKET,Disponível,Disponível
VNG-00095-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,4.090,17.775,4.581,127,583,144,22.0,"€0,261/charge ","€0,03/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00096-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,4.090,17.775,4.581,127,583,144,22.0,"€0,261/charge ","€0,03/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00097-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,4.090,17.775,4.581,127,583,144,22.0,"€0,261/charge ","€0,03/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00098-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,4.090,17.775,4.581,127,583,144,22.0,"€0,261/charge ","€0,03/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00001-03,Matosinhos,Largo José Santos Leça,MLT - Mobiletric,4.114,34.704,8.757,65,583,144,43.0,"€0,2608/charge ","€0,059/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00016-03,Vila Nova de Gaia,Avenida Vasco da Gama,MLT - Mobiletric,4.114,34.704,8.757,65,583,144,43.0,"€0,2608/charge ","€0,059/min ",,Mennekes,CABLE,Disponível,Em uso
MTS-00028-02,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00028-01,Matosinhos,Rua Tomaz Ribeiro,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00038-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00038-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00039-01,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00039-02,Porto,Rua Trindade Coelho 9910,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00040-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00040-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00041-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00041-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00042-02,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00042-01,Porto,Praça de Mouzinho de Albuquerque,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00043-01,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00043-02,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00044-01,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00044-02,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00045-01,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00045-02,Porto,Praça de Lisboa,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00046-01,Porto,Rua do Infante D. Henrique,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00046-02,Porto,Rua do Infante D. Henrique,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00176-01,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00176-02,Porto,"R. de Serralves, nº 124",EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00018-02,Vila Nova de Gaia,Rua de Serpa Pinto,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00018-01,Vila Nova de Gaia,Rua de Serpa Pinto,EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00112-02,Vila Nova de Gaia,"Rua da Palmeira, 425",EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00112-01,Vila Nova de Gaia,"Rua da Palmeira, 425",EDP - EDP Comercial,4.126,17.811,4.617,127,583,144,22.0,"€0,297/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00087-02,Porto,Rua João Pedro Ribeiro,HRZ - Power dot,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00087-01,Porto,Rua João Pedro Ribeiro,HRZ - Power dot,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00125-02,Porto,Alameda Shop & Spot,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00125-01,Porto,Alameda Shop & Spot,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00126-01,Porto,Alameda Shop & Spot,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00126-02,Porto,Alameda Shop & Spot,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00005-02,Valongo,Rua da Argila,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00005-01,Valongo,Rua da Argila,PRI - Prio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00012-03,Valongo,Rua do Borbulhão,EVI - Evio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00012-04,Valongo,Rua do Borbulhão,EVI - Evio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00012-01,Valongo,Rua do Borbulhão,EVI - Evio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00012-02,Valongo,Rua do Borbulhão,EVI - Evio,4.129,17.814,4.620,127,583,144,22.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00073-02,Porto,Rua Henrique Medina,KLC - Atlante,4.228,41.161,10.376,56,583,144,50.0,"€0,2964/charge ","€0,07/min ",,CCS,CABLE,Disponível,Disponível
PRT-00073-01,Porto,Rua Henrique Medina,KLC - Atlante,4.228,41.161,10.376,56,583,144,50.0,"€0,2964/charge ","€0,07/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-90004-1,Maia,Avenida de José da Silva Soares,GLP - Galp,4.455,20.374,5.026,127,583,144,22.0,"€0,0349/min ",,,Mennekes,SOCKET,Disponível,Disponível
MAI-90004-2,Maia,Avenida de José da Silva Soares,GLP - Galp,4.455,20.374,5.026,127,583,144,22.0,"€0,0349/min ",,,Mennekes,SOCKET,Disponível,Disponível
GDM-00004-01,Gondomar,Rua da Boavista,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
GDM-00004-02,Gondomar,Rua da Boavista,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
GDM-00015-01,Gondomar,"Rua Dom António de Castro, 243",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
GDM-00015-02,Gondomar,"Rua Dom António de Castro, 243",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
GDM-00028-03,Gondomar,"Rua Dr. Carlos Moura Guedes (UA: 276),",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Em uso
GDM-00028-02,Gondomar,"Rua Dr. Carlos Moura Guedes (UA: 276),",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
MAI-00015-02,Maia,Rua Engenheiro Frederico Ulrich,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
MAI-00015-01,Maia,Rua Engenheiro Frederico Ulrich,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
MAI-00018-02,Maia,"Rua Quinta da Palmeira,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
MAI-00018-01,Maia,"Rua Quinta da Palmeira,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
MAI-00019-02,Maia,"Rua Senhora da Hora, n,º 108,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
MAI-00019-01,Maia,"Rua Senhora da Hora, n,º 108,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
MAI-00020-01,Maia,"Rua Avelino Francisco Pereira, nº 55",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
MAI-00020-02,Maia,"Rua Avelino Francisco Pereira, nº 55",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
MTS-00007-02,Matosinhos,Rua Santos Dias,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
MTS-00007-01,Matosinhos,Rua Santos Dias,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
MTS-00035-02,Matosinhos,Rua da Bataria,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
MTS-00035-01,Matosinhos,Rua da Bataria,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
MTS-00036-02,Matosinhos,Avenida António Domingues dos Santos,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
MTS-00036-01,Matosinhos,Avenida António Domingues dos Santos,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
MTS-00105-03,Matosinhos,"Rua Eng.º António Costa Reis, 302/494",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
MTS-00105-02,Matosinhos,"Rua Eng.º António Costa Reis, 302/494",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
PRT-00049-02,Porto,Rua de Agramonte,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
PRT-00049-01,Porto,Rua de Agramonte,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00050-01,Porto,Rua Diogo Botelho,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
PRT-00050-02,Porto,Rua Diogo Botelho,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
PRT-00096-01,Porto,Rua Professor Joaquim Bastos,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
PRT-00096-02,Porto,Rua Professor Joaquim Bastos,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
PRT-00147-03,Porto,"Estrada da Circunvalação, n.º 13941 a 13975",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
PRT-00147-02,Porto,"Estrada da Circunvalação, n.º 13941 a 13975",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
VLG-00016-02,Valongo,"Rua Professor Joaquim Teixeira, n.º 41/71",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
VLG-00016-03,Valongo,"Rua Professor Joaquim Teixeira, n.º 41/71",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VLG-00018-02,Valongo,Rua Fonseca Dias,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
VLG-00018-03,Valongo,Rua Fonseca Dias,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VLG-00020-03,Valongo,Rua 1.º de Maio – São Vicente de Alfena,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VLG-00020-02,Valongo,Rua 1.º de Maio – São Vicente de Alfena,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
VNG-00062-02,Vila Nova de Gaia,Rua Doutor Francisco Sá Carneiro,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Em uso
