ID,"UID DA TOMADA","TIPO DE CARREGAMENTO","ESTADO DO POSTO",CIDADE,MORADA,OPERADOR,MOBICHARGER,"NÍVEL DE TENSÃO","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","FORMATO DA TOMADA","POTÊNCIA DA TOMADA (kW)","ESTADO DA TOMADA","ÚLTIMA ATUALIZAÇÃO","POTÊNCIA DA TOMADA (kW) NUMERIC",T1kWh,T2kWh,T3kWh,T1min,T2min,T3min,"ACTIVAÇÃO","€kWh","€min","Duração (minutos) até 7kW","Duração (minutos) até 22kW","Duração (minutos) até 130kW","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €"
ABF-00005,ABF-00005-02,"Semirrápido","Disponível",Albufeira,"Rua do Município","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:28:57.940000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00005,ABF-00005-01,"Semirrápido","Disponível",Albufeira,"Rua do Município","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:28:57.940000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00006,ABF-00006-01,"Semirrápido","Disponível",Albufeira,"Rua Manuel Bentes Junior","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:20:34.742000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00006,ABF-00006-02,"Semirrápido","Disponível",Albufeira,"Rua Manuel Bentes Junior","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:20:34.742000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00008,ABF-00008-1,"Semirrápido","Disponível",Albufeira,"Vila Galé Cerro Alagoa","EDP - EDP Comercial",Sim,"Média Tensão","€0,297/charge ","€0,06/kWh ","€0,01/min ",Mennekes,SOCKET,74.0,"Disponível","2023-04-29 18:33:18.034000",74,0,0.06,0,0,0,0.01,0.297,0.06,0.01,583.783783783784,144,37.9459459459459,2.83645945945946,9.73483783783784,5.337
ABF-00009,ABF-00009-1,"Semirrápido","Disponível",Albufeira,"Vila Galé Cerroa Alagoa","EDP - EDP Comercial",Sim,"Média Tensão","€0,297/charge ","€0,06/kWh ","€0,01/min ",Mennekes,SOCKET,74.0,"Disponível","2023-04-29 00:29:34.803000",74,0,0.06,0,0,0,0.01,0.297,0.06,0.01,583.783783783784,144,37.9459459459459,2.83645945945946,9.73483783783784,5.337
ABF-00011,ABF-00011-01,"Semirrápido","Disponível",Albufeira,"Praia Maria Luísa","BLU - Blue Charge","Não","Baixa Tensão Especial","€0,2608/charge ","€0,04/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 05:45:08.195000",22,0,0,0,0,0.04,0,0.2608,0,0.04,583.783783783784,144,127.636363636364,5.36625454545455,23.6121513513513,6.0208
ABF-00011,ABF-00011-02,"Semirrápido","Disponível",Albufeira,"Praia Maria Luísa","BLU - Blue Charge","Não","Baixa Tensão Especial","€0,2608/charge ","€0,04/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 05:45:08.195000",22,0,0,0,0,0.04,0,0.2608,0,0.04,583.783783783784,144,127.636363636364,5.36625454545455,23.6121513513513,6.0208
ABF-00012,ABF-00012-02,"Semirrápido","Disponível",Albufeira,"Makro Albufeira","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 05:07:35.605000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00012,ABF-00012-01,"Semirrápido","Disponível",Albufeira,"Makro Albufeira","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 05:07:35.605000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00013,ABF-00013-02,"Semirrápido","Disponível",Albufeira,"Makro Albufeira","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:28:59.192000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00013,ABF-00013-01,"Semirrápido","Disponível",Albufeira,"Makro Albufeira","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:28:59.192000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00016,ABF-00016-01,"Rápido","Disponível",Albufeira,"Estrada dos Caliços","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:19:33.620000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
ABF-00016,ABF-00016-02,"Rápido","Disponível",Albufeira,"Estrada dos Caliços","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 11:19:33.620000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
ABF-00016,ABF-00016-03,"Rápido","Disponível",Albufeira,"Estrada dos Caliços","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:19:33.620000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
ABF-00024,ABF-00024-03,"Rápido","Disponível",Albufeira,"Torre da Mosqueira","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:14:20.377000",43,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,65.3023255813954,8.09707906976744,70.314854054054,17.5408
ABF-00024,ABF-00024-01,"Rápido","Disponível",Albufeira,"Torre da Mosqueira","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:14:20.377000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
ABF-00024,ABF-00024-02,"Rápido","Disponível",Albufeira,"Torre da Mosqueira","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 11:14:20.377000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
ABF-00025,ABF-00025-02,"Rápido","Disponível",Albufeira,"Zona Industrial de Vale Paraíso Albufeira","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,07/kWh ",,CCS,CABLE,50.0,"Disponível","2023-04-30 08:28:30.528000",50,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,56.16,2.8164,4.4964,4.4964
ABF-00025,ABF-00025-01,"Rápido","Disponível",Albufeira,"Zona Industrial de Vale Paraíso Albufeira","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,07/kWh ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 08:28:30.528000",50,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,56.16,2.8164,4.4964,4.4964
ABF-00025,ABF-00025-03,"Rápido","Disponível",Albufeira,"Zona Industrial de Vale Paraíso Albufeira","KLC - Atlante","Não","Baixa Tensão Especial","€0,2964/charge ","€0,07/kWh ",,Mennekes,CABLE,43.0,"Em uso","2023-04-30 08:28:30.528000",43,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,65.3023255813954,2.8164,4.4964,4.4964
ABF-00027,ABF-00027-02,"Semirrápido","Disponível",Albufeira,"Rua Maria Teresa Semedo de Azevedo","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:11:39.604000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00027,ABF-00027-01,"Semirrápido","Disponível",Albufeira,"Rua Maria Teresa Semedo de Azevedo","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:11:39.604000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00029,ABF-00029-01,"Semirrápido","Disponível",Albufeira,"Rua 25 de Abril","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-29 18:23:55.131000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00029,ABF-00029-02,"Semirrápido","Disponível",Albufeira,"Rua 25 de Abril","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 18:23:55.131000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00031,ABF-00031-01,"Semirrápido","Disponível",Albufeira,"Rua das Escolas","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 19:37:11.761000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00031,ABF-00031-02,"Semirrápido","Disponível",Albufeira,"Rua das Escolas","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 19:37:11.761000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00033,ABF-00033-02,"Semirrápido","Disponível",Albufeira,"Rua do Barlavento","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:38:41.883000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00033,ABF-00033-01,"Semirrápido","Disponível",Albufeira,"Rua do Barlavento","KLC - Atlante","Não","Baixa Tensão Normal","€0,2964/charge ","€0,06/kWh ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:38:41.883000",22,0,0.06,0,0,0,0,0.2964,0.06,0,583.783783783784,144,127.636363636364,2.4564,3.8964,3.8964
ABF-00034,ABF-00034-01,"Semirrápido","Disponível",Albufeira,"Estrada Nacional 125 KM 73","LUZ - Luz i Gás","Não","Baixa Tensão Normal","€0,03/min ",,,Mennekes,SOCKET,74.0,"Disponível","2023-04-30 11:11:00.758000",74,0,0,0,0.03,0,0,0,0,0.03,583.783783783784,144,37.9459459459459,1.13837837837838,17.5135135135135,4.32
ABF-00034,ABF-00034-02,"Semirrápido","Disponível",Albufeira,"Estrada Nacional 125 KM 73","LUZ - Luz i Gás","Não","Baixa Tensão Normal","€0,03/min ",,,Mennekes,SOCKET,74.0,"Disponível","2023-04-30 11:11:00.758000",74,0,0,0,0.03,0,0,0,0,0.03,583.783783783784,144,37.9459459459459,1.13837837837838,17.5135135135135,4.32
ABF-00036,ABF-00036-01,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Apartado 887","GLP - Galp","Não","Baixa Tensão Normal","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 09:14:42.890000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00036,ABF-00036-02,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Apartado 887","GLP - Galp","Não","Baixa Tensão Normal","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 09:14:42.890000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00037,ABF-00037-02,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Apartado 888","GLP - Galp","Não","Baixa Tensão Normal","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 07:11:56.836000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00037,ABF-00037-01,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Apartado 888","GLP - Galp","Não","Baixa Tensão Normal","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 07:11:56.836000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00038,ABF-00038-02,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 22:06:03.972000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00038,ABF-00038-01,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 22:06:03.972000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00039,ABF-00039-01,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 07:57:01.556000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00039,ABF-00039-02,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-29 07:57:01.556000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00040,ABF-00040-02,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 02:46:16.020000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00040,ABF-00040-01,"Semirrápido","Disponível",Albufeira,"Pinhal do Concelho, Praia da Falésia","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,11.0,"Disponível","2023-04-30 02:46:16.020000",11,0,0,0,0,0.029,0,0.2608,0,0.029,583.783783783784,360,255.272727272727,7.66370909090909,17.1905297297297,10.7008
ABF-00042,ABF-00042-02,"Semirrápido","Disponível",Albufeira,"R. da Correeira","MLT - Mobiletric","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:34:57.198000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00042,ABF-00042-01,"Semirrápido","Disponível",Albufeira,"R. da Correeira","MLT - Mobiletric","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:34:57.198000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00043,ABF-00043-01,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 310, Bajo","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:25:39.111000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00043,ABF-00043-02,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 310, Bajo","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Em uso","2023-04-30 11:25:39.111000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00044,ABF-00044-01,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 355","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 11:01:31.142000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00044,ABF-00044-02,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 355","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 11:01:31.142000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00045,ABF-00045-02,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 355","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 09:21:04.898000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00045,ABF-00045-01,"Semirrápido","Disponível",Albufeira,"Urbanização Pine Cliffs, 355","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 09:21:04.898000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00046,ABF-00046-01,"Semirrápido","Disponível",Albufeira,"Rua Caminho do Pinhal, Bajo","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:37:30.348000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00046,ABF-00046-02,"Semirrápido","Disponível",Albufeira,"Rua Caminho do Pinhal, Bajo","GLP - Galp","Não","Média Tensão","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:37:30.348000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
ABF-00050,ABF-00050-01,"Rápido","Disponível",Albufeira,"Av. 12 de Julho","IHM - IHOME","Não","Média Tensão","€0,2964/charge ","€0,07/kWh ","€0/min ",CCS,CABLE,120.0,"Disponível","2023-04-30 11:37:14.899000",120,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,35,2.8164,4.4964,4.4964
ABF-00050,ABF-00050-02,"Rápido","Disponível",Albufeira,"Av. 12 de Julho","IHM - IHOME","Não","Média Tensão","€0,2964/charge ","€0,07/kWh ","€0/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:37:14.899000",50,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,56.16,2.8164,4.4964,4.4964
ABF-00051,ABF-00051-01,"Rápido","Disponível",Albufeira,"Estrada de Albufeira, Torre Medronheira","IHM - IHOME","Não","Baixa Tensão Especial","€0,2964/charge ","€0,07/kWh ","€0/min ",CCS,CABLE,90.0,"Disponível","2023-04-30 10:01:08.591000",90,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,35,2.8164,4.4964,4.4964
ABF-00051,ABF-00051-02,"Rápido","Disponível",Albufeira,"Estrada de Albufeira, Torre Medronheira","IHM - IHOME","Não","Baixa Tensão Especial","€0,2964/charge ","€0,07/kWh ","€0/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:01:08.591000",50,0,0.07,0,0,0,0,0.2964,0.07,0,583.783783783784,144,56.16,2.8164,4.4964,4.4964
ABF-00053,ABF-00053-04,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-00053,ABF-00053-06,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-00053,ABF-00053-01,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-00053,ABF-00053-02,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-00053,ABF-00053-03,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-00053,ABF-00053-05,"Semirrápido","Disponível",Albufeira,"Lanka Prq Com e Ind do Alg, Lt R - Frc 3","CAP - CAPWATT Services, S.A.","Não","Baixa Tensão Especial","€0,2608/charge ","€0,025/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 22:15:32.201000",22,0,0,0,0,0.025,0,0.2608,0,0.025,583.783783783784,144,127.636363636364,3.45170909090909,14.8553945945946,3.8608
ABF-90001,ABF-90001-01,"Semirrápido","Disponível",Albufeira,"Rua Manuel Teixeira Gomes","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,02/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 06:19:43.033000",22,0,0,0,0.02,0,0,0,0,0.02,583.783783783784,144,127.636363636364,2.55272727272727,11.6756756756757,2.88
ABF-90001,ABF-90001-02,"Semirrápido","Disponível",Albufeira,"Rua Manuel Teixeira Gomes","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,02/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 06:19:43.033000",22,0,0,0,0.02,0,0,0,0,0.02,583.783783783784,144,127.636363636364,2.55272727272727,11.6756756756757,2.88
ABF-90007,ABF-90007-02,"Semirrápido","Disponível",Albufeira,"Alameda da Orada","HRZ - Power dot","Não","Baixa Tensão Normal","€0,025/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 04:49:53.223000",22,0,0,0,0.025,0,0,0,0,0.025,583.783783783784,144,127.636363636364,3.19090909090909,14.5945945945946,3.6
ABF-90007,ABF-90007-01,"Semirrápido","Disponível",Albufeira,"Alameda da Orada","HRZ - Power dot","Não","Baixa Tensão Normal","€0,025/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 04:49:53.223000",22,0,0,0,0.025,0,0,0,0,0.025,583.783783783784,144,127.636363636364,3.19090909090909,14.5945945945946,3.6
ABT-00004,ABT-00004-01,"Rápido","Disponível",Abrantes,"Avenida Dom João I","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 10:10:33.638000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
ABT-00004,ABT-00004-03,"Rápido","Disponível",Abrantes,"Avenida Dom João I","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:10:33.638000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
ABT-00004,ABT-00004-02,"Rápido","Disponível",Abrantes,"Avenida Dom João I","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Fora de Serviço","2023-04-30 10:10:33.638000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
ABT-00006,ABT-00006-01,"Rápido","Disponível",Abrantes,"Av. António Farinha Pereira 1","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,60.0,"Disponível","2023-04-30 11:27:23.607000",60,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,46.8,7.029,57.0375405405405,17.457
ABT-00006,ABT-00006-03,"Rápido","Disponível",Abrantes,"Av. António Farinha Pereira 1","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:27:23.607000",22,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,127.636363636364,14.3042727272727,57.0375405405405,17.457
ABT-00006,ABT-00006-02,"Rápido","Disponível",Abrantes,"Av. António Farinha Pereira 1","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,30.0,"Disponível","2023-04-30 11:27:23.607000",30,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,93.6,11.241,57.0375405405405,17.457
