ID,"UID DA TOMADA","TIPO DE CARREGAMENTO","ESTADO DO POSTO",CIDADE,MORADA,OPERADOR,MOBICHARGER,"NÍVEL DE TENSÃO","TARIFA 1","TARIFA 2","TARIFA 3","TIPO DE TOMADA","FORMATO DA TOMADA","POTÊNCIA DA TOMADA (kW)","ESTADO DA TOMADA","ÚLTIMA ATUALIZAÇÃO","POTÊNCIA DA TOMADA (kW) NUMERIC",T1kWh,T2kWh,T3kWh,T1min,T2min,T3min,"ACTIVAÇÃO","€kWh","€min","Duração (minutos) até 7kW","Duração (minutos) até 22kW","Duração (minutos) até 130kW","CCS2 Custo €","TYPE2 7kW Custo €","TYPE2 22kW Custo €"
LRA-90003,LRA-90003-1,Normal,"Disponível",Leiria,"Rua Olimpio Duarte Alves","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,004/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-29 19:26:10.316000",37,0,0,0,0.004,0,0,0,0,0.004,583.783783783784,144,75.8918918918919,0.303567567567568,2.33513513513513,0.576
LRA-90005,LRA-90005-6,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90005,LRA-90005-5,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90005,LRA-90005-1,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90005,LRA-90005-4,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90005,LRA-90005-3,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90005,LRA-90005-2,Normal,"Disponível",Leiria,"Via do Polis Leiria","GLP - Galp","Não","Baixa Tensão Normal","€0,0059/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-28 17:37:13.892000",37,0,0,0,0.0059,0,0,0,0,0.0059,583.783783783784,144,75.8918918918919,0.447762162162162,3.44432432432432,0.8496
LRA-90006,LRA-90006-1,Normal,"Disponível",Leiria,"Avenida Heróis de Angola","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0037/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:39:30.115000",37,0,0,0,0.0037,0,0,0,0,0.0037,583.783783783784,144,75.8918918918919,0.2808,2.16,0.5328
LRA-90006,LRA-90006-3,Normal,"Disponível",Leiria,"Avenida Heróis de Angola","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0037/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:39:30.115000",37,0,0,0,0.0037,0,0,0,0,0.0037,583.783783783784,144,75.8918918918919,0.2808,2.16,0.5328
LRA-90006,LRA-90006-4,Normal,"Disponível",Leiria,"Avenida Heróis de Angola","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0037/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:39:30.115000",37,0,0,0,0.0037,0,0,0,0,0.0037,583.783783783784,144,75.8918918918919,0.2808,2.16,0.5328
LRA-90006,LRA-90006-2,Normal,"Disponível",Leiria,"Avenida Heróis de Angola","HRZ - Power dot","Não","Baixa Tensão Normal","€0,0037/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:39:30.115000",37,0,0,0,0.0037,0,0,0,0,0.0037,583.783783783784,144,75.8918918918919,0.2808,2.16,0.5328
LRA-90007,LRA-90007-2,"Semirrápido","Disponível",Leiria,"Largo da República","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,007/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 01:22:19.303000",22,0,0,0,0.007,0,0,0,0,0.007,583.783783783784,144,127.636363636364,0.893454545454546,4.08648648648649,1.008
LRA-90007,LRA-90007-1,"Semirrápido","Disponível",Leiria,"Largo da República","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,007/min ",,,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 01:22:19.303000",22,0,0,0,0.007,0,0,0,0,0.007,583.783783783784,144,127.636363636364,0.893454545454546,4.08648648648649,1.008
LRA-90009,LRA-90009-02,Normal,"Disponível",Leiria,"Rua Luís Silveira Charters Azevedo","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,004/min ",,,Mennekes,SOCKET,37.0,"Em uso","2023-04-30 11:33:35.509000",37,0,0,0,0.004,0,0,0,0,0.004,583.783783783784,144,75.8918918918919,0.303567567567568,2.33513513513513,0.576
LRA-90009,LRA-90009-01,Normal,"Disponível",Leiria,"Rua Luís Silveira Charters Azevedo","EDP - EDP Comercial","Não","Baixa Tensão Normal","€0,004/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-30 11:33:35.509000",37,0,0,0,0.004,0,0,0,0,0.004,583.783783783784,144,75.8918918918919,0.303567567567568,2.33513513513513,0.576
LRA-90011,LRA-90011-2,Normal,"Disponível",Leiria,"Rua da Assunção","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-29 15:36:49.869000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
LRA-90011,LRA-90011-1,Normal,"Disponível",Leiria,"Rua da Assunção","KLC - Atlante","Não","Baixa Tensão Normal","€0,009/min ",,,Mennekes,SOCKET,37.0,"Disponível","2023-04-29 15:36:49.869000",37,0,0,0,0.009,0,0,0,0,0.009,583.783783783784,144,75.8918918918919,0.683027027027027,5.25405405405405,1.296
LRS-00034,LRS-00034-03,"Rápido","Disponível",Loures,"Passeio do Parque da Cidade","MLT - Mobiletric","Não","Baixa Tensão Especial","€0,2608/charge ","€0,059/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:36:38.957000",43,0,0,0,0,0.059,0,0.2608,0,0.059,583.783783783784,144,65.3023255813954,4.11363720930233,34.7040432432432,8.7568
LRS-00034,LRS-00034-02,"Rápido","Disponível",Loures,"Passeio do Parque da Cidade","MLT - Mobiletric","Não","Baixa Tensão Especial","€0,2608/charge ","€0,059/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 11:36:38.957000",50,0,0,0,0,0.059,0,0.2608,0,0.059,583.783783783784,144,56.16,3.57424,34.7040432432432,8.7568
LRS-00034,LRS-00034-01,"Rápido","Disponível",Loures,"Passeio do Parque da Cidade","MLT - Mobiletric","Não","Baixa Tensão Especial","€0,2608/charge ","€0,059/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:36:38.957000",50,0,0,0,0,0.059,0,0.2608,0,0.059,583.783783783784,144,56.16,3.57424,34.7040432432432,8.7568
LRS-00035,LRS-00035-01,"Rápido","Disponível",Loures,"Quinta São João das Areias","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:55:57.941000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00035,LRS-00035-03,"Rápido","Disponível",Loures,"Quinta São João das Areias","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 10:55:57.941000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
LRS-00035,LRS-00035-02,"Rápido","Disponível",Loures,"Quinta São João das Areias","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 10:55:57.941000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00044,LRS-00044-01,"Rápido","Disponível",Loures,"N10 E.N. 10, Km 138.4","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,1/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:48:38.706000",50,0,0,0,0,0.1,0,0.297,0,0.1,583.783783783784,144,56.16,5.913,58.6753783783784,14.697
LRS-00044,LRS-00044-02,"Rápido","Disponível",Loures,"N10 E.N. 10, Km 138.4","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,1/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 10:48:38.706000",50,0,0,0,0,0.1,0,0.297,0,0.1,583.783783783784,144,56.16,5.913,58.6753783783784,14.697
LRS-00044,LRS-00044-03,"Rápido","Disponível",Loures,"N10 E.N. 10, Km 138.4","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,1/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 10:48:38.706000",43,0,0,0,0,0.1,0,0.297,0,0.1,583.783783783784,144,65.3023255813954,6.82723255813954,58.6753783783784,14.697
LRS-00046,LRS-00046-2,"Semirrápido","Disponível",Loures,"Avenida São João","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,05/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 13:37:44.349000",22,0,0,0,0,0.05,0,0.3,0,0.05,583.783783783784,144,127.636363636364,6.68181818181818,29.4891891891892,7.5
LRS-00046,LRS-00046-1,"Semirrápido","Disponível",Loures,"Avenida São João","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,05/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 13:37:44.349000",22,0,0,0,0,0.05,0,0.3,0,0.05,583.783783783784,144,127.636363636364,6.68181818181818,29.4891891891892,7.5
LRS-00047,LRS-00047-03,"Rápido","Disponível",Loures,"Avenida Santa Maria","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-29 14:36:01.726000",43,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,65.3023255813954,6.83023255813954,58.6783783783784,14.7
LRS-00047,LRS-00047-02,"Rápido","Disponível",Loures,"Avenida Santa Maria","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,CCS,CABLE,50.0,"Disponível","2023-04-29 14:36:01.726000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00047,LRS-00047-01,"Rápido","Disponível",Loures,"Avenida Santa Maria","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-29 14:36:01.726000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00048,LRS-00048-01,"Rápido","Disponível",Loures,"Estrada Nacional 10","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 02:00:51.440000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00048,LRS-00048-03,"Rápido","Disponível",Loures,"Estrada Nacional 10","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 02:00:51.440000",43,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,65.3023255813954,6.83023255813954,58.6783783783784,14.7
LRS-00048,LRS-00048-02,"Rápido","Disponível",Loures,"Estrada Nacional 10","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,1/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 02:00:51.440000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00049,LRS-00049-01,"Semirrápido","Disponível",Loures,"Estrada Nacional 10","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 10:25:41.261000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00049,LRS-00049-02,"Semirrápido","Disponível",Loures,"Estrada Nacional 10","HRZ - Power dot","Não","Média Tensão","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 10:25:41.261000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00051,LRS-00051-01,"Rápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,1/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:58:41.535000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00051,LRS-00051-02,"Rápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,1/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 10:58:41.535000",50,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,56.16,5.916,58.6783783783784,14.7
LRS-00051,LRS-00051-03,"Rápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,1/min ",,Mennekes,CABLE,43.0,"Disponível","2023-04-30 10:58:41.535000",43,0,0,0,0,0.1,0,0.3,0,0.1,583.783783783784,144,65.3023255813954,6.83023255813954,58.6783783783784,14.7
LRS-00052,LRS-00052-01,"Semirrápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:22:19.045000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00052,LRS-00052-02,"Semirrápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 11:22:19.045000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00053,LRS-00053-01,"Semirrápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 08:44:51.523000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00053,LRS-00053-02,"Semirrápido","Disponível",Loures,"Avenida Descobertas","HRZ - Power dot","Não","Baixa Tensão Especial","€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 08:44:51.523000",22,0,0,0,0,0.035,0,0.3,0,0.035,583.783783783784,144,127.636363636364,4.76727272727273,20.7324324324324,5.34
LRS-00054,LRS-00054-01,"Rápido","Disponível",Loures,"Rua 28 de Setembro","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,22.0,"Disponível","2023-04-30 11:39:37.663000",22,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,127.636363636364,10.2109090909091,46.7027027027027,11.52
LRS-00054,LRS-00054-03,"Rápido","Disponível",Loures,"Rua 28 de Setembro","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Em uso","2023-04-30 11:39:37.663000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00054,LRS-00054-02,"Rápido","Disponível",Loures,"Rua 28 de Setembro","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 11:39:37.663000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00055,LRS-00055-01,"Rápido","Disponível",Loures,"Rua da República 5","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 08:21:42.448000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
LRS-00055,LRS-00055-03,"Rápido","Disponível",Loures,"Rua da República 5","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,22.0,"Disponível","2023-04-30 08:21:42.448000",22,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,127.636363636364,15.5771636363636,70.314854054054,17.5408
LRS-00055,LRS-00055-02,"Rápido","Disponível",Loures,"Rua da República 5","GLG - Galpgeste","Não","Baixa Tensão Especial","€0,2608/charge ","€0,12/min ",,CCS,CABLE,50.0,"Disponível","2023-04-30 08:21:42.448000",50,0,0,0,0,0.12,0,0.2608,0,0.12,583.783783783784,144,56.16,7.0,70.314854054054,17.5408
LRS-00056,LRS-00056-01,"Ultrarrápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,1/kWh ","€0,15/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 03:02:25.770000",50,0,0.1,0,0,0,0.15,0.297,0.1,0.15,583.783783783784,144,56.16,12.321,93.8645675675675,27.897
LRS-00056,LRS-00056-02,"Ultrarrápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,1/kWh ","€0,15/min ",CCS,CABLE,160.0,"Disponível","2023-04-30 03:02:25.770000",160,0,0.1,0,0,0,0.15,0.297,0.1,0.15,583.783783783784,144,35,9.147,93.8645675675675,27.897
LRS-00057,LRS-00057-01,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 07:15:24.319000",50,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,56.16,5.8266,38.924027027027,12.537
LRS-00057,LRS-00057-03,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",Mennekes,CABLE,43.0,"Disponível","2023-04-30 07:15:24.319000",43,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,65.3023255813954,6.37513953488372,38.924027027027,12.537
LRS-00057,LRS-00057-02,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Bucelas-Loures","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",CCS,CABLE,50.0,"Disponível","2023-04-30 07:15:24.319000",50,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,56.16,5.8266,38.924027027027,12.537
LRS-00059,LRS-00059-03,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Loures-Bucelas","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",Mennekes,CABLE,43.0,"Fora de Serviço","2023-04-30 10:34:43.944000",43,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,65.3023255813954,6.37513953488372,38.924027027027,12.537
LRS-00059,LRS-00059-01,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Loures-Bucelas","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:34:43.944000",50,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,56.16,5.8266,38.924027027027,12.537
LRS-00059,LRS-00059-02,"Rápido","Disponível",Loures,"CREL Norte, A9 km 22,1 sentido Loures-Bucelas","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,06/kWh ","€0,06/min ",CCS,CABLE,50.0,"Disponível","2023-04-30 10:34:43.944000",50,0,0.06,0,0,0,0.06,0.297,0.06,0.06,583.783783783784,144,56.16,5.8266,38.924027027027,12.537
LRS-00061,LRS-00061-03,"Rápido","Disponível",Loures,"McDonalds - Loures Flamenga","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,CABLE,22.0,"Disponível","2023-04-30 11:23:52.814000",22,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,127.636363636364,14.3042727272727,57.0375405405405,17.457
LRS-00061,LRS-00061-02,"Rápido","Disponível",Loures,"McDonalds - Loures Flamenga","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:23:52.814000",50,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,56.16,7.8714,57.0375405405405,17.457
LRS-00061,LRS-00061-01,"Rápido","Disponível",Loures,"McDonalds - Loures Flamenga","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,90.0,"Disponível","2023-04-30 11:23:52.814000",90,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,35,5.967,57.0375405405405,17.457
LRS-00062,LRS-00062-01,"Rápido","Disponível",Loures,"Rua Dom Pedro V","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 11:20:57.469000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00062,LRS-00062-02,"Rápido","Disponível",Loures,"Rua Dom Pedro V","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 11:20:57.469000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00062,LRS-00062-03,"Rápido","Disponível",Loures,"Rua Dom Pedro V","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,43.0,"Disponível","2023-04-30 11:20:57.469000",43,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,65.3023255813954,5.22418604651163,46.7027027027027,11.52
LRS-00063,LRS-00063-02,"Rápido","Disponível",Loures,"BURGUER KING Loures - Rua Almirante Gago Cout","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,30.0,"Disponível","2023-04-30 04:17:12.781000",30,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,93.6,11.241,57.0375405405405,17.457
LRS-00063,LRS-00063-01,"Rápido","Disponível",Loures,"BURGUER KING Loures - Rua Almirante Gago Cout","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,60.0,"Disponível","2023-04-30 04:17:12.781000",60,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,46.8,7.029,57.0375405405405,17.457
LRS-00063,LRS-00063-03,"Rápido","Disponível",Loures,"BURGUER KING Loures - Rua Almirante Gago Cout","EDP - EDP Comercial","Não","Baixa Tensão Especial","€0,297/charge ","€0,07/kWh ","€0,09/min ",Mennekes,SOCKET,22.0,"Disponível","2023-04-30 04:17:12.781000",22,0,0.07,0,0,0,0.09,0.297,0.07,0.09,583.783783783784,144,127.636363636364,14.3042727272727,57.0375405405405,17.457
LRS-00064,LRS-00064-01,"Semirrápido","Disponível",Loures,"Avenida da República","GRN - GreenCharge","Não","Baixa Tensão Normal","€0,3/charge ","€0,04/kWh ",,Mennekes,SOCKET,22.0,"Fora de Serviço","2023-04-29 23:07:13.511000",22,0,0.04,0,0,0,0,0.3,0.04,0,583.783783783784,144,127.636363636364,1.74,2.7,2.7
LRS-00064,LRS-00064-02,"Semirrápido","Disponível",Loures,"Avenida da República","GRN - GreenCharge","Não","Baixa Tensão Normal","€0,3/charge ","€0,04/kWh ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-29 23:07:13.511000",22,0,0.04,0,0,0,0,0.3,0.04,0,583.783783783784,144,127.636363636364,1.74,2.7,2.7
LRS-00065,LRS-00065-01,"Rápido","Disponível",Loures,"Rua Vasco da Gama, nº 2 - Quinta da Vitória","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,Mennekes,CABLE,22.0,"Disponível","2023-04-30 10:06:02.187000",22,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,127.636363636364,10.2109090909091,46.7027027027027,11.52
LRS-00065,LRS-00065-02,"Rápido","Disponível",Loures,"Rua Vasco da Gama, nº 2 - Quinta da Vitória","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CCS,CABLE,50.0,"Disponível","2023-04-30 10:06:02.187000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00065,LRS-00065-03,"Rápido","Disponível",Loures,"Rua Vasco da Gama, nº 2 - Quinta da Vitória","KLC - Atlante","Não","Média Tensão","€0,08/min ",,,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 10:06:02.187000",50,0,0,0,0.08,0,0,0,0,0.08,583.783783783784,144,56.16,4.4928,46.7027027027027,11.52
LRS-00066,LRS-00066-01,"Semirrápido","Disponível",Loures,"R. Álvaro Pedro Gomes 13","MLT - Mobiletric","Não","Baixa Tensão Normal","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 07:31:06.315000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
LRS-00066,LRS-00066-02,"Semirrápido","Disponível",Loures,"R. Álvaro Pedro Gomes 13","MLT - Mobiletric","Não","Baixa Tensão Normal","€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,22.0,"Disponível","2023-04-30 07:31:06.315000",22,0,0,0,0,0.039,0,0.2608,0,0.039,583.783783783784,144,127.636363636364,5.23861818181818,23.0283675675676,5.8768
LRS-00068,LRS-00068-01,"Rápido","Disponível",Loures,"Rua das Giestas - Bobadela","EDP - EDP Comercial","Não","Média Tensão","€0,297/charge ","€0,1/min ",,CHAdeMO,CABLE,50.0,"Disponível","2023-04-30 09:42:51.375000",50,0,0,0,0,0.1,0,0.297,0,0.1,583.783783783784,144,56.16,5.913,58.6753783783784,14.697
