"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
ALQ-90001-2,Alenquer,Avenida 25 de Abril,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
ALQ-90001-1,Alenquer,Avenida 25 de Abril,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ALR-90001-2,Almeirim,Rua de Coruche,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ALR-90001-1,Almeirim,Rua de Coruche,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
ALT-90001-1,Alter do Chão,R. João Lopes Namorado 2,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ALT-90001-2,Alter do Chão,R. João Lopes Namorado 2,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AMM-90001-1,Armamar,Rua de São Lázaro,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AMM-90001-2,Armamar,Rua de São Lázaro,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AMT-90005-2,Amarante,Rua da Boavista,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AMT-90005-1,Amarante,Rua da Boavista,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ARC-90001-2,Arouca,Rua Alferes Diogo Malafaia,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
ARC-90001-1,Arouca,Rua Alferes Diogo Malafaia,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ARL-90001-2,Arraiolos,Largo Simão Dórdio Gomes,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ARL-90001-1,Arraiolos,Largo Simão Dórdio Gomes,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ARR-90001-2,Arronches,Rua B,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ARR-90001-1,Arronches,Rua B,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ASL-90003-2,Alcácer do Sal,R. Joaquim Soeiro Pereira Gomes,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
ASL-90003-1,Alcácer do Sal,R. Joaquim Soeiro Pereira Gomes,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVR-00024-1,Aveiro,Avenida Europa,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVR-00025-1,Aveiro,Alameda Silva Rocha,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVR-00026-1,Aveiro,Alameda Silva Rocha,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVT-90001-1,Alvito,Praça da República,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVT-90001-2,Alvito,Praça da República,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVZ-90001-01,Alvaiázere,Travessa Colégio Vera Cruz,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
AVZ-90001-02,Alvaiázere,Travessa Colégio Vera Cruz,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BBR-90001-2,Bombarral,Rua Dom Afonso Henriques,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
BBR-90001-1,Bombarral,Rua Dom Afonso Henriques,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BCL-00006-1,Barcelos,Rua Filipa Borges,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BCL-00007-1,Barcelos,Rua Filipa Borges,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BNV-90001-1,Benavente,Largo Dom Sancho I,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
BNV-90001-2,Benavente,Largo Dom Sancho I,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BRG-00025-1,Braga,Avenida Dr. António Palha,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BRG-00026-1,Braga,Avenida Dr. António Palha,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BRG-00058-02,Braga,Avenida da Independência,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BRG-00058-01,Braga,Avenida da Independência,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BTL-90003-01,Batalha,Largo da Feira,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
BTL-90003-02,Batalha,Largo da Feira,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CBC-90010-2,Cabeceiras de Basto,R. Barjona de Freitas,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CBC-90010-1,Cabeceiras de Basto,R. Barjona de Freitas,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CBT-90001-2,Celorico de Basto,Praça Cardeal Dom António Ribeiro,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CBT-90001-1,Celorico de Basto,Praça Cardeal Dom António Ribeiro,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CDN-90001-2,Condeixa-a-Nova,Urbanização Quinta Nova 14,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CDN-90001-1,Condeixa-a-Nova,Urbanização Quinta Nova 14,EDP - EDP Comercial,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
CHV-90001-01,Chaves,Alameda Trajano,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CHV-90001-02,Chaves,Alameda Trajano,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
CLB-90003-1,Celorico da Beira,Av. da Corredoura,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CLB-90003-2,Celorico da Beira,Av. da Corredoura,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CLD-00019-02,Caldas da Rainha,Avenida General Pedro Cardoso,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CLD-00019-01,Caldas da Rainha,Avenida General Pedro Cardoso,IBD - Iberdrola,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CMR-90001-1,Campo Maior,N373,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
CMR-90001-2,Campo Maior,N373,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CNS-90001-1,Constância,N3 20-18,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
CNS-90001-2,Constância,N3 20-18,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CPR-90001-1,Castanheira de Pêra,Av. Adrião Reis,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CPR-90001-2,Castanheira de Pêra,Av. Adrião Reis,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Em uso
CPV-90001-1,Castelo de Paiva,Rua Direita,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CPV-90001-2,Castelo de Paiva,Rua Direita,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CTM-90002-02,Castro Marim,Rua dos Descobrimentos,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CTM-90002-01,Castro Marim,Rua dos Descobrimentos,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CVD-90001-2,Castelo de Vide,Rua Francisco Bugalho,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CVD-90001-1,Castelo de Vide,Rua Francisco Bugalho,KLC - Atlante,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CVR-90001-1,Castro Verde,R. da Seara Nova 28,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
CVR-90001-2,Castro Verde,R. da Seara Nova 28,HRZ - Power dot,"11.676","0","€0,02/min ","","","22",SOCKET,Disponível
