"ID";"UID DA TOMADA";"TIPO DE CARREGAMENTO";"ESTADO DO POSTO";"CIDADE";"MORADA";"OPERADOR";"MOBICHARGER";"NÍVEL DE TENSÃO";"TARIFA 1";"TARIFA 2";"TARIFA 3";"TIPO DE TOMADA";"FORMATO DA TOMADA";"POTÊNCIA DA TOMADA (kW)";"ESTADO DA TOMADA";"ÚLTIMA ATUALIZAÇÃO"
"PRT-00181";"PRT-00181-01";"Rápido";"Disponível";"Porto";"R. Sra. do Porto 930";"HRZ - Power dot";"Não";"Média Tensão";"€0,3/charge ";"€0,09/kWh ";"€0,08/min ";"CCS";"CABLE";"80";"Disponível";"2023-04-23T13:17:29.6Z"
"PRT-00181";"PRT-00181-05";"Rápido";"Disponível";"Porto";"R. Sra. do Porto 930";"HRZ - Power dot";"Não";"Média Tensão";"€0,3/charge ";"€0,09/kWh ";"€0,08/min ";"CCS";"CABLE";"80";"Disponível";"2023-04-23T13:17:29.6Z"
"PRT-00181";"PRT-00181-02";"Rápido";"Disponível";"Porto";"R. Sra. do Porto 930";"HRZ - Power dot";"Não";"Média Tensão";"€0,3/charge ";"€0,09/kWh ";"€0,08/min ";"CHAdeMO";"CABLE";"60";"Disponível";"2023-04-23T13:17:29.6Z"
"PRT-00181";"PRT-00181-04";"Rápido";"Disponível";"Porto";"R. Sra. do Porto 930";"HRZ - Power dot";"Não";"Média Tensão";"€0,3/charge ";"€0,09/kWh ";"€0,08/min ";"CCS";"CABLE";"80";"Disponível";"2023-04-23T13:17:29.6Z"
"PRT-00181";"PRT-00181-03";"Rápido";"Disponível";"Porto";"R. Sra. do Porto 930";"HRZ - Power dot";"Não";"Média Tensão";"€0,3/charge ";"€0,09/kWh ";"€0,08/min ";"Mennekes";"SOCKET";"22";"Fora de Serviço";"2023-04-23T13:17:29.6Z"
"PRT-00185";"PRT-00185-02";"Rápido";"Disponível";"Porto";"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO";"GLP - Galp";"Não";"Baixa Tensão Especial";"€0,261/charge ";"€0,12/min ";"";"CCS";"CABLE";"50";"Disponível";"2023-04-23T11:39:20.177Z"
"PRT-00185";"PRT-00185-01";"Rápido";"Disponível";"Porto";"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO";"GLP - Galp";"Não";"Baixa Tensão Especial";"€0,261/charge ";"€0,12/min ";"";"CHAdeMO";"CABLE";"50";"Disponível";"2023-04-23T11:39:20.177Z"
"PRT-00186";"PRT-00186-02";"Rápido";"Disponível";"Porto";"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO";"GLP - Galp";"Não";"Baixa Tensão Especial";"€0,261/charge ";"€0,12/min ";"";"CCS";"CABLE";"50";"Disponível";"2023-04-23T03:07:21.478Z"
"PRT-00186";"PRT-00186-01";"Rápido";"Disponível";"Porto";"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO";"GLP - Galp";"Não";"Baixa Tensão Especial";"€0,261/charge ";"€0,12/min ";"";"CHAdeMO";"CABLE";"50";"Disponível";"2023-04-23T03:07:21.478Z"
"PRT-00187";"PRT-00187-1";"Semirrápido";"Disponível";"Porto";"RUA D MANUEL II";"LOG - Logical Gravity";"Não";"Baixa Tensão Normal";"€0,3/charge ";"€0,02/min ";"";"Mennekes";"SOCKET";"7,4";"Disponível";"2023-04-22T09:07:24.536Z"
